,scen0_inf,scen1_inf,scen2_inf,scen3_inf,scen4_inf,scen5_inf,scen6_inf,scen7_inf,scen8_inf
0,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346
1,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719
2,0.011298105569160069,0.011298105569160069,0.011298105569160069,0.011298105569160069,0.011298105569160069,0.011298105569160069,0.011298105569160069,0.011298105569160069,0.011298105569160069
3,0.012202233767430813,0.012202233767430813,0.012202233767430813,0.012202233767430813,0.012202233767430813,0.012202233767430813,0.012202233767430813,0.012202233767430813,0.012202233767430813
4,0.012800819252432157,0.012800819252432157,0.012800819252432157,0.012800819252432157,0.012800819252432157,0.012800819252432157,0.012800819252432157,0.012800819252432157,0.012800819252432157
5,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521
6,0.015629607785314067,0.015629607785314067,0.015629607785314067,0.015629607785314067,0.015629607785314067,0.015629607785314067,0.015629607785314067,0.015629607785314067,0.015629607785314067
7,0.017388741526672562,0.017388741526672562,0.017388741526672562,0.017388741526672562,0.017388741526672562,0.017388741526672562,0.017388741526672562,0.017388741526672562,0.017388741526672562
8,0.01930835734870317,0.01930835734870317,0.01930835734870317,0.01930835734870317,0.01930835734870317,0.01930835734870317,0.01930835734870317,0.01930835734870317,0.01930835734870317
9,0.021251475796930343,0.021251475796930343,0.021251475796930343,0.021251475796930343,0.021251475796930343,0.021251475796930343,0.021251475796930343,0.021251475796930343,0.021251475796930343
10,0.022816901408450704,0.022816901408450704,0.022816901408450704,0.022816901408450704,0.022816901408450704,0.022816901408450704,0.022816901408450704,0.022816901408450704,0.022816901408450704
11,0.02526514608627997,0.02526514608627997,0.02526514608627997,0.02526514608627997,0.02526514608627997,0.02526514608627997,0.02526514608627997,0.02526514608627997,0.02526514608627997
12,0.027332234873435904,0.027332234873435904,0.027332234873435904,0.027332234873435904,0.027332234873435904,0.027332234873435904,0.027332234873435904,0.027332234873435904,0.027332234873435904
13,0.02942024805307182,0.02942024805307182,0.02942024805307182,0.02942024805307182,0.02942024805307182,0.02942024805307182,0.02942024805307182,0.02942024805307182,0.02942024805307182
14,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
15,0.03449292452830189,0.03449292452830189,0.03449292452830189,0.03449292452830189,0.03449292452830189,0.03449292452830189,0.03449292452830189,0.03449292452830189,0.03449292452830189
16,0.037848605577689244,0.037848605577689244,0.037848605577689244,0.037848605577689244,0.037848605577689244,0.037848605577689244,0.037848605577689244,0.037848605577689244,0.037848605577689244
17,0.04207777132907719,0.04207777132907719,0.04207777132907719,0.04207777132907719,0.04207777132907719,0.04207777132907719,0.04207777132907719,0.04207777132907719,0.04207777132907719
18,0.04526987811955891,0.04526987811955891,0.04526987811955891,0.04526987811955891,0.04526987811955891,0.04526987811955891,0.04526987811955891,0.04526987811955891,0.04526987811955891
19,0.05001462415911085,0.05001462415911085,0.05001462415911085,0.05001462415911085,0.05001462415911085,0.05001462415911085,0.05001462415911085,0.05001462415911085,0.05001462415911085
20,0.05485847680186752,0.05485847680186752,0.05485847680186752,0.05485847680186752,0.05485847680186752,0.05485847680186752,0.05485847680186752,0.05485847680186752,0.05485847680186752
21,0.05856515373352855,0.05856515373352855,0.05856515373352855,0.05856515373352855,0.05856515373352855,0.05856515373352855,0.05856515373352855,0.05856515373352855,0.05856515373352855
22,0.06381192275398824,0.06381192275398824,0.06381192275398824,0.06381192275398824,0.06381192275398824,0.06381192275398824,0.06381192275398824,0.06381192275398824,0.06381192275398824
23,0.06974096214062055,0.06974096214062055,0.06974096214062055,0.06974096214062055,0.06974096214062055,0.06974096214062055,0.06974096214062055,0.06974096214062055,0.06974096214062055
24,0.07676530911221799,0.07676530911221799,0.07676530911221799,0.07676530911221799,0.07676530911221799,0.07676530911221799,0.07676530911221799,0.07676530911221799,0.07676530911221799
25,0.08299240210403273,0.08299240210403273,0.08299240210403273,0.08299240210403273,0.08299240210403273,0.08299240210403273,0.08299240210403273,0.08299240210403273,0.08299240210403273
26,0.09000584453535944,0.09000584453535944,0.09000584453535944,0.09000584453535944,0.09000584453535944,0.09000584453535944,0.09000584453535944,0.09000584453535944,0.09000584453535944
27,0.09822958309537407,0.09822958309537407,0.09822958309537407,0.09822958309537407,0.09822958309537407,0.09822958309537407,0.09822958309537407,0.09822958309537407,0.09822958309537407
28,0.10678210678210678,0.10678210678210678,0.10678210678210678,0.10678210678210678,0.10678210678210678,0.10678210678210678,0.10678210678210678,0.10678210678210678,0.10678210678210678
29,0.11695739205032886,0.11695739205032886,0.11695739205032886,0.11695739205032886,0.11695739205032886,0.11695739205032886,0.11695739205032886,0.11695739205032886,0.11695739205032886
30,0.12460792700313658,0.12460792700313658,0.12460792700313658,0.12460792700313658,0.12460792700313658,0.12460792700313658,0.12460792700313658,0.12460792700313658,0.12460792700313658
31,0.1360136869118905,0.1360136869118905,0.1360136869118905,0.1360136869118905,0.1360136869118905,0.1360136869118905,0.1360136869118905,0.1360136869118905,0.1360136869118905
32,0.14803194523673702,0.14803194523673702,0.14803194523673702,0.14803194523673702,0.14803194523673702,0.14803194523673702,0.14803194523673702,0.14803194523673702,0.14803194523673702
33,0.16083119840592086,0.16083119840592086,0.16083119840592086,0.16083119840592086,0.16083119840592086,0.16083119840592086,0.16083119840592086,0.16083119840592086,0.16083119840592086
34,0.1727930535455861,0.1727930535455861,0.1727930535455861,0.1727930535455861,0.1727930535455861,0.1727930535455861,0.1727930535455861,0.1727930535455861,0.1727930535455861
35,0.1875180583646345,0.1875180583646345,0.1875180583646345,0.1875180583646345,0.1875180583646345,0.1875180583646345,0.1875180583646345,0.1875180583646345,0.1875180583646345
36,0.20086580086580086,0.20086580086580086,0.20086580086580086,0.20086580086580086,0.20086580086580086,0.20086580086580086,0.20086580086580086,0.20086580086580086,0.20086580086580086
37,0.2171527577245163,0.2171527577245163,0.2171527577245163,0.2171527577245163,0.2171527577245163,0.2171527577245163,0.2171527577245163,0.2171527577245163,0.2171527577245163
38,0.23658395845354876,0.23658395845354876,0.23658395845354876,0.23658395845354876,0.23658395845354876,0.23658395845354876,0.23658395845354876,0.23658395845354876,0.23658395845354876
39,0.25471324325244316,0.25471324325244316,0.25471324325244316,0.25471324325244316,0.25471324325244316,0.25471324325244316,0.25471324325244316,0.25471324325244316,0.25471324325244316
40,0.276239907727797,0.276239907727797,0.276239907727797,0.276239907727797,0.276239907727797,0.276239907727797,0.276239907727797,0.276239907727797,0.276239907727797
41,0.3038594470046083,0.3038594470046083,0.3038594470046083,0.3038594470046083,0.3038594470046083,0.3038594470046083,0.3038594470046083,0.3038594470046083,0.3038594470046083
42,0.3248266296809986,0.3248266296809986,0.3248266296809986,0.3248266296809986,0.3248266296809986,0.3248266296809986,0.3248266296809986,0.3248266296809986,0.3248266296809986
43,0.3500144634075788,0.3500144634075788,0.3500144634075788,0.3500144634075788,0.3500144634075788,0.3500144634075788,0.3500144634075788,0.3500144634075788,0.3500144634075788
44,0.3828439838802533,0.3828439838802533,0.3828439838802533,0.3828439838802533,0.3828439838802533,0.3828439838802533,0.3828439838802533,0.3828439838802533,0.3828439838802533
45,0.4103040661290218,0.4103040661290218,0.4103040661290218,0.4103040661290218,0.4103040661290218,0.4103040661290218,0.4103040661290218,0.4103040661290218,0.4103040661290218
46,0.4460161662817552,0.4460161662817552,0.4460161662817552,0.4460161662817552,0.4460161662817552,0.4460161662817552,0.4460161662817552,0.4460161662817552,0.4460161662817552
47,0.4795389048991354,0.4795389048991354,0.4795389048991354,0.4795389048991354,0.4795389048991354,0.4795389048991354,0.4795389048991354,0.4795389048991354,0.4795389048991354
48,0.5149769585253456,0.5149769585253456,0.5149769585253456,0.5149769585253456,0.5149769585253456,0.5149769585253456,0.5149769585253456,0.5149769585253456,0.5149769585253456
49,0.5516249640494679,0.5516249640494679,0.5516249640494679,0.5516249640494679,0.5516249640494679,0.5516249640494679,0.5516249640494679,0.5516249640494679,0.5516249640494679
50,0.5882522315001439,0.5882522315001439,0.5882522315001439,0.5882522315001439,0.5882522315001439,0.5882522315001439,0.5882522315001439,0.5882522315001439,0.5882522315001439
51,0.6303344867358708,0.6303344867358708,0.6303344867358708,0.6303344867358708,0.6303344867358708,0.6303344867358708,0.6303344867358708,0.6303344867358708,0.6303344867358708
52,0.6735308890005023,0.6735308890005023,0.6735308890005023,0.6735308890005023,0.6735308890005023,0.6735308890005023,0.6735308890005023,0.6735308890005023,0.6735308890005023
53,0.7135325131810193,0.7135325131810193,0.7135325131810193,0.7135325131810193,0.7135325131810193,0.7135325131810193,0.7135325131810193,0.7135325131810193,0.7135325131810193
54,0.7476085356880059,0.7476085356880059,0.7476085356880059,0.7476085356880059,0.7476085356880059,0.7476085356880059,0.7476085356880059,0.7476085356880059,0.7476085356880059
55,0.7838652927871325,0.7838652927871325,0.7838652927871325,0.7838652927871325,0.7838652927871325,0.7838652927871325,0.7838652927871325,0.7838652927871325,0.7838652927871325
56,0.8150600932057885,0.8150600932057885,0.8150600932057885,0.8150600932057885,0.8150600932057885,0.8150600932057885,0.8150600932057885,0.8150600932057885,0.8150600932057885
57,0.8429109159347553,0.8429109159347553,0.8429109159347553,0.8429109159347553,0.8429109159347553,0.8429109159347553,0.8429109159347553,0.8429109159347553,0.8429109159347553
58,0.8684277368554737,0.8684277368554737,0.8684277368554737,0.8684277368554737,0.8684277368554737,0.8684277368554737,0.8684277368554737,0.8684277368554737,0.8684277368554737
59,0.8867256637168142,0.8867256637168142,0.8867256637168142,0.8867256637168142,0.8867256637168142,0.8867256637168142,0.8867256637168142,0.8867256637168142,0.8867256637168142
60,0.9025183363501902,0.9025183363501902,0.9025183363501902,0.9025183363501902,0.9025183363501902,0.9025183363501902,0.9025183363501902,0.9025183363501902,0.9025183363501902
61,0.9161522393207775,0.9161522393207775,0.9161522393207775,0.9161522393207775,0.9161522393207775,0.9161522393207775,0.9161522393207775,0.9161522393207775,0.9161522393207775
62,0.9230192451887028,0.9230192451887028,0.9230192451887028,0.9230192451887028,0.9230192451887028,0.9230192451887028,0.9230192451887028,0.9230192451887028,0.9230192451887028
63,0.9284802043422733,0.9284802043422733,0.9284802043422733,0.9284802043422733,0.9284802043422733,0.9284802043422733,0.9284802043422733,0.9284802043422733,0.9284802043422733
64,0.931857746829147,0.931857746829147,0.931857746829147,0.931857746829147,0.931857746829147,0.931857746829147,0.931857746829147,0.931857746829147,0.931857746829147
65,0.9345814079347238,0.9345814079347238,0.9345814079347238,0.9345814079347238,0.9345814079347238,0.9345814079347238,0.9345814079347238,0.9345814079347238,0.9345814079347238
66,0.9328224776500639,0.9328224776500639,0.9328224776500639,0.9328224776500639,0.9328224776500639,0.9328224776500639,0.9328224776500639,0.9328224776500639,0.9328224776500639
67,0.9307458143074582,0.9307458143074582,0.9307458143074582,0.9307458143074582,0.9307458143074582,0.9307458143074582,0.9307458143074582,0.9307458143074582,0.9307458143074582
68,0.929121039092189,0.929121039092189,0.929121039092189,0.929121039092189,0.929121039092189,0.929121039092189,0.929121039092189,0.929121039092189,0.929121039092189
