,scen0_inf,scen1_inf,scen2_inf,scen3_inf,scen4_inf,scen5_inf,scen6_inf,scen7_inf,scen8_inf
0,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346,0.009626604434072346
1,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719
2,0.01138301558755587,0.01138301558755587,0.01138301558755587,0.01138301558755587,0.01138301558755587,0.01138301558755587,0.01138301558755587,0.01138301558755587,0.01138301558755587
3,0.01262848751835536,0.01262848751835536,0.01262848751835536,0.01262848751835536,0.01262848751835536,0.01262848751835536,0.01262848751835536,0.01262848751835536,0.01262848751835536
4,0.0138991171357864,0.0138991171357864,0.0138991171357864,0.0138991171357864,0.0138991171357864,0.0138991171357864,0.0138991171357864,0.0138991171357864,0.0138991171357864
5,0.01589884721773684,0.01589884721773684,0.01589884721773684,0.01589884721773684,0.01589884721773684,0.01589884721773684,0.01589884721773684,0.01589884721773684,0.01589884721773684
6,0.017352633142106826,0.017352633142106826,0.017352633142106826,0.017352633142106826,0.017352633142106826,0.017352633142106826,0.017352633142106826,0.017352633142106826,0.017352633142106826
7,0.019810508182601206,0.019810508182601206,0.019810508182601206,0.019810508182601206,0.019810508182601206,0.019810508182601206,0.019810508182601206,0.019810508182601206,0.019810508182601206
8,0.022267206477732792,0.022267206477732792,0.022267206477732792,0.022267206477732792,0.022267206477732792,0.022267206477732792,0.022267206477732792,0.022267206477732792,0.022267206477732792
9,0.024803034724248614,0.024803034724248614,0.024803034724248614,0.024803034724248614,0.024803034724248614,0.024803034724248614,0.024803034724248614,0.024803034724248614,0.024803034724248614
10,0.02716914986853637,0.02716914986853637,0.02716914986853637,0.02716914986853637,0.02716914986853637,0.02716914986853637,0.02716914986853637,0.02716914986853637,0.02716914986853637
11,0.03082673688125058,0.03082673688125058,0.03082673688125058,0.03082673688125058,0.03082673688125058,0.03082673688125058,0.03082673688125058,0.03082673688125058,0.03082673688125058
12,0.034392305450306034,0.034392305450306034,0.034392305450306034,0.034392305450306034,0.034392305450306034,0.034392305450306034,0.034392305450306034,0.034392305450306034,0.034392305450306034
13,0.0389344262295082,0.0389344262295082,0.0389344262295082,0.0389344262295082,0.0389344262295082,0.0389344262295082,0.0389344262295082,0.0389344262295082,0.0389344262295082
14,0.043278876468902265,0.043278876468902265,0.043278876468902265,0.043278876468902265,0.043278876468902265,0.043278876468902265,0.043278876468902265,0.043278876468902265,0.043278876468902265
15,0.04819976771196283,0.04819976771196283,0.04819976771196283,0.04819976771196283,0.04819976771196283,0.04819976771196283,0.04819976771196283,0.04819976771196283,0.04819976771196283
16,0.05413025091626727,0.05413025091626727,0.05413025091626727,0.05413025091626727,0.05413025091626727,0.05413025091626727,0.05413025091626727,0.05413025091626727,0.05413025091626727
17,0.05909617612977984,0.05909617612977984,0.05909617612977984,0.05909617612977984,0.05909617612977984,0.05909617612977984,0.05909617612977984,0.05909617612977984,0.05909617612977984
18,0.06598323875104675,0.06598323875104675,0.06598323875104675,0.06598323875104675,0.06598323875104675,0.06598323875104675,0.06598323875104675,0.06598323875104675,0.06598323875104675
19,0.07205882352941176,0.07205882352941176,0.07205882352941176,0.07205882352941176,0.07205882352941176,0.07205882352941176,0.07205882352941176,0.07205882352941176,0.07205882352941176
20,0.0790863684925037,0.0790863684925037,0.0790863684925037,0.0790863684925037,0.0790863684925037,0.0790863684925037,0.0790863684925037,0.0790863684925037,0.0790863684925037
21,0.08862229639284941,0.08862229639284941,0.08862229639284941,0.08862229639284941,0.08862229639284941,0.08862229639284941,0.08862229639284941,0.08862229639284941,0.08862229639284941
22,0.09956958393113342,0.09956958393113342,0.09956958393113342,0.09956958393113342,0.09956958393113342,0.09956958393113342,0.09956958393113342,0.09956958393113342,0.09956958393113342
23,0.11139747995418099,0.11139747995418099,0.11139747995418099,0.11139747995418099,0.11139747995418099,0.11139747995418099,0.11139747995418099,0.11139747995418099,0.11139747995418099
24,0.12396007507495112,0.12396007507495112,0.12396007507495112,0.12396007507495112,0.12396007507495112,0.12396007507495112,0.12396007507495112,0.12396007507495112,0.12396007507495112
25,0.13783956773326564,0.13783956773326564,0.13783956773326564,0.13783956773326564,0.13783956773326564,0.13783956773326564,0.13783956773326564,0.13783956773326564,0.13783956773326564
26,0.15168213457076565,0.15168213457076565,0.15168213457076565,0.15168213457076565,0.15168213457076565,0.15168213457076565,0.15168213457076565,0.15168213457076565,0.15168213457076565
27,0.16919988528821336,0.16919988528821336,0.16919988528821336,0.16919988528821336,0.16919988528821336,0.16919988528821336,0.16919988528821336,0.16919988528821336,0.16919988528821336
28,0.18662732818301409,0.18662732818301409,0.18662732818301409,0.18662732818301409,0.18662732818301409,0.18662732818301409,0.18662732818301409,0.18662732818301409,0.18662732818301409
29,0.20563139931740615,0.20563139931740615,0.20563139931740615,0.20563139931740615,0.20563139931740615,0.20563139931740615,0.20563139931740615,0.20563139931740615,0.20563139931740615
30,0.22863675335810232,0.22863675335810232,0.22863675335810232,0.22863675335810232,0.22863675335810232,0.22863675335810232,0.22863675335810232,0.22863675335810232,0.22863675335810232
31,0.24943052391799544,0.24943052391799544,0.24943052391799544,0.24943052391799544,0.24943052391799544,0.24943052391799544,0.24943052391799544,0.24943052391799544,0.24943052391799544
32,0.2781890660592255,0.2781890660592255,0.2781890660592255,0.2781890660592255,0.2781890660592255,0.2781890660592255,0.2781890660592255,0.2781890660592255,0.2781890660592255
33,0.3083048919226394,0.3083048919226394,0.3083048919226394,0.3083048919226394,0.3083048919226394,0.3083048919226394,0.3083048919226394,0.3083048919226394,0.3083048919226394
34,0.34108527131782945,0.34108527131782945,0.34108527131782945,0.34108527131782945,0.34108527131782945,0.34108527131782945,0.34108527131782945,0.34108527131782945,0.34108527131782945
35,0.37861371944120215,0.37861371944120215,0.37861371944120215,0.37861371944120215,0.37861371944120215,0.37861371944120215,0.37861371944120215,0.37861371944120215,0.37861371944120215
36,0.41930661017657256,0.41930661017657256,0.41930661017657256,0.41930661017657256,0.41930661017657256,0.41930661017657256,0.41930661017657256,0.41930661017657256,0.41930661017657256
37,0.4602810875765517,0.4602810875765517,0.4602810875765517,0.4602810875765517,0.4602810875765517,0.4602810875765517,0.4602810875765517,0.4602810875765517,0.4602810875765517
38,0.5059481879357974,0.5059481879357974,0.5059481879357974,0.5059481879357974,0.5059481879357974,0.5059481879357974,0.5059481879357974,0.5059481879357974,0.5059481879357974
39,0.5544719657893463,0.5544719657893463,0.5544719657893463,0.5544719657893463,0.5544719657893463,0.5544719657893463,0.5544719657893463,0.5544719657893463,0.5544719657893463
40,0.6038726925390812,0.6038726925390812,0.6038726925390812,0.6038726925390812,0.6038726925390812,0.6038726925390812,0.6038726925390812,0.6038726925390812,0.6038726925390812
41,0.659142064507491,0.659142064507491,0.659142064507491,0.659142064507491,0.659142064507491,0.659142064507491,0.659142064507491,0.659142064507491,0.659142064507491
42,0.7047322187588552,0.7047322187588552,0.7047322187588552,0.7047322187588552,0.7047322187588552,0.7047322187588552,0.7047322187588552,0.7047322187588552,0.7047322187588552
43,0.7576530612244898,0.7576530612244898,0.7576530612244898,0.7576530612244898,0.7576530612244898,0.7576530612244898,0.7576530612244898,0.7576530612244898,0.7576530612244898
44,0.8011861056198814,0.8011861056198814,0.8011861056198814,0.8011861056198814,0.8011861056198814,0.8011861056198814,0.8011861056198814,0.8011861056198814,0.8011861056198814
45,0.842525164095605,0.842525164095605,0.842525164095605,0.842525164095605,0.842525164095605,0.842525164095605,0.842525164095605,0.842525164095605,0.842525164095605
46,0.8784026915313312,0.8784026915313312,0.8784026915313312,0.8784026915313312,0.8784026915313312,0.8784026915313312,0.8784026915313312,0.8784026915313312,0.8784026915313312
47,0.9041726618705036,0.9041726618705036,0.9041726618705036,0.9041726618705036,0.9041726618705036,0.9041726618705036,0.9041726618705036,0.9041726618705036,0.9041726618705036
48,0.9249136939010357,0.9249136939010357,0.9249136939010357,0.9249136939010357,0.9249136939010357,0.9249136939010357,0.9249136939010357,0.9249136939010357,0.9249136939010357
49,0.9401414854094132,0.9401414854094132,0.9401414854094132,0.9401414854094132,0.9401414854094132,0.9401414854094132,0.9401414854094132,0.9401414854094132,0.9401414854094132
50,0.9518445508307519,0.9518445508307519,0.9518445508307519,0.9518445508307519,0.9518445508307519,0.9518445508307519,0.9518445508307519,0.9518445508307519,0.9518445508307519
51,0.957039911308204,0.957039911308204,0.957039911308204,0.957039911308204,0.957039911308204,0.957039911308204,0.957039911308204,0.957039911308204,0.957039911308204
52,0.9631244224792093,0.9631244224792093,0.9631244224792093,0.9631244224792093,0.9631244224792093,0.9631244224792093,0.9631244224792093,0.9631244224792093,0.9631244224792093
53,0.9634687284859398,0.9634687284859398,0.9634687284859398,0.9634687284859398,0.9634687284859398,0.9634687284859398,0.9634687284859398,0.9634687284859398,0.9634687284859398
54,0.9624880016228266,0.9624880016228266,0.9624880016228266,0.9624880016228266,0.9624880016228266,0.9624880016228266,0.9624880016228266,0.9624880016228266,0.9624880016228266
55,0.9604522967402029,0.9604522967402029,0.9604522967402029,0.9604522967402029,0.9604522967402029,0.9604522967402029,0.9604522967402029,0.9604522967402029,0.9604522967402029
56,0.9569305761453173,0.9569305761453173,0.9569305761453173,0.9569305761453173,0.9569305761453173,0.9569305761453173,0.9569305761453173,0.9569305761453173,0.9569305761453173
57,0.9549078226208271,0.9549078226208271,0.9549078226208271,0.9549078226208271,0.9549078226208271,0.9549078226208271,0.9549078226208271,0.9549078226208271,0.9549078226208271
58,0.9496602063931537,0.9496602063931537,0.9496602063931537,0.9496602063931537,0.9496602063931537,0.9496602063931537,0.9496602063931537,0.9496602063931537,0.9496602063931537
59,0.9429731684692255,0.9429731684692255,0.9429731684692255,0.9429731684692255,0.9429731684692255,0.9429731684692255,0.9429731684692255,0.9429731684692255,0.9429731684692255
60,0.9370296036126442,0.9370296036126442,0.9370296036126442,0.9370296036126442,0.9370296036126442,0.9370296036126442,0.9370296036126442,0.9370296036126442,0.9370296036126442
61,0.9305590373527199,0.9305590373527199,0.9305590373527199,0.9305590373527199,0.9305590373527199,0.9305590373527199,0.9305590373527199,0.9305590373527199,0.9305590373527199
62,0.9229030637870417,0.9229030637870417,0.9229030637870417,0.9229030637870417,0.9229030637870417,0.9229030637870417,0.9229030637870417,0.9229030637870417,0.9229030637870417
63,0.914572859520858,0.914572859520858,0.914572859520858,0.914572859520858,0.914572859520858,0.914572859520858,0.914572859520858,0.914572859520858,0.914572859520858
64,0.9057604850934815,0.9057604850934815,0.9057604850934815,0.9057604850934815,0.9057604850934815,0.9057604850934815,0.9057604850934815,0.9057604850934815,0.9057604850934815
65,0.896813973340906,0.896813973340906,0.896813973340906,0.896813973340906,0.896813973340906,0.896813973340906,0.896813973340906,0.896813973340906,0.896813973340906
66,0.889894419306184,0.889894419306184,0.889894419306184,0.889894419306184,0.889894419306184,0.889894419306184,0.889894419306184,0.889894419306184,0.889894419306184
67,0.87941473259334,0.87941473259334,0.87941473259334,0.87941473259334,0.87941473259334,0.87941473259334,0.87941473259334,0.87941473259334,0.87941473259334
68,0.864982133741705,0.864982133741705,0.864982133741705,0.864982133741705,0.864982133741705,0.864982133741705,0.864982133741705,0.864982133741705,0.864982133741705
69,0.858456821665815,0.858456821665815,0.858456821665815,0.858456821665815,0.858456821665815,0.858456821665815,0.858456821665815,0.858456821665815,0.858456821665815
