,scen0_dis,scen1_dis,scen2_dis,scen3_dis,scen4_dis,scen5_dis,scen6_dis,scen7_dis,scen8_dis
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719,0.009637850467289719
2,0.00974025974025974,0.00974025974025974,0.00974025974025974,0.00974025974025974,0.00974025974025974,0.00974025974025974,0.00974025974025974,0.00974025974025974,0.00974025974025974
3,0.009651945013161743,0.009651945013161743,0.009651945013161743,0.009651945013161743,0.009651945013161743,0.009651945013161743,0.009651945013161743,0.009651945013161743,0.009651945013161743
4,0.011255411255411256,0.011255411255411256,0.011255411255411256,0.011255411255411256,0.011255411255411256,0.011255411255411256,0.011255411255411256,0.011255411255411256,0.011255411255411256
5,0.01225234333214619,0.01225234333214619,0.01225234333214619,0.01225234333214619,0.01225234333214619,0.01225234333214619,0.01225234333214619,0.01225234333214619,0.01225234333214619
6,0.012941176470588235,0.012941176470588235,0.012941176470588235,0.012941176470588235,0.012941176470588235,0.012941176470588235,0.012941176470588235,0.012941176470588235,0.012941176470588235
7,0.014390602055800294,0.014390602055800294,0.014390602055800294,0.014390602055800294,0.014390602055800294,0.014390602055800294,0.014390602055800294,0.014390602055800294,0.014390602055800294
8,0.01579598437434368,0.01579598437434368,0.01579598437434368,0.01579598437434368,0.01579598437434368,0.01579598437434368,0.01579598437434368,0.01579598437434368,0.01579598437434368
9,0.01746632597661131,0.01746632597661131,0.01746632597661131,0.01746632597661131,0.01746632597661131,0.01746632597661131,0.01746632597661131,0.01746632597661131,0.01746632597661131
10,0.019291678663979267,0.019291678663979267,0.019291678663979267,0.019291678663979267,0.019291678663979267,0.019291678663979267,0.019291678663979267,0.019291678663979267,0.019291678663979267
11,0.021232674727219108,0.021232674727219108,0.021232674727219108,0.021232674727219108,0.021232674727219108,0.021232674727219108,0.021232674727219108,0.021232674727219108,0.021232674727219108
12,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728
13,0.02524004282866728,0.02524004282866728,0.02524004282866728,0.02524004282866728,0.02524004282866728,0.02524004282866728,0.02524004282866728,0.02524004282866728,0.02524004282866728
14,0.02748964344931057,0.02748964344931057,0.02748964344931057,0.02748964344931057,0.02748964344931057,0.02748964344931057,0.02748964344931057,0.02748964344931057,0.02748964344931057
15,0.029503784472176088,0.029503784472176088,0.029503784472176088,0.029503784472176088,0.029503784472176088,0.029503784472176088,0.029503784472176088,0.029503784472176088,0.029503784472176088
16,0.03259279383375191,0.03259279383375191,0.03259279383375191,0.03259279383375191,0.03259279383375191,0.03259279383375191,0.03259279383375191,0.03259279383375191,0.03259279383375191
