,scen0_dis,scen1_dis,scen2_dis,scen3_dis,scen4_dis,scen5_dis,scen6_dis,scen7_dis,scen8_dis
17,0.048377752027809966,0.048377752027809966,0.048377752027809966,0.048377752027809966,0.048377752027809966,0.048377752027809966,0.048377752027809966,0.048377752027809966,0.048377752027809966
18,0.054108796296296294,0.054108796296296294,0.054108796296296294,0.054108796296296294,0.054108796296296294,0.054108796296296294,0.054108796296296294,0.054108796296296294,0.054108796296296294
19,0.05921052631578947,0.05921052631578947,0.05921052631578947,0.05921052631578947,0.05921052631578947,0.05921052631578947,0.05921052631578947,0.05921052631578947,0.05921052631578947
20,0.06611582861582861,0.06611582861582861,0.06611582861582861,0.06611582861582861,0.06611582861582861,0.06611582861582861,0.06611582861582861,0.06611582861582861,0.06611582861582861
21,0.07178435394081453,0.07178435394081453,0.07178435394081453,0.07178435394081453,0.07178435394081453,0.07178435394081453,0.07178435394081453,0.07178435394081453,0.07178435394081453
22,0.08006863025450386,0.08006863025450386,0.08006863025450386,0.08006863025450386,0.08006863025450386,0.08006863025450386,0.08006863025450386,0.08006863025450386,0.08006863025450386
23,0.08913081434569017,0.08913081434569017,0.08913081434569017,0.08913081434569017,0.08913081434569017,0.08913081434569017,0.08913081434569017,0.08913081434569017,0.08913081434569017
24,0.10082833476149672,0.10082833476149672,0.10082833476149672,0.10082833476149672,0.10082833476149672,0.10082833476149672,0.10082833476149672,0.10082833476149672,0.10082833476149672
25,0.11320754716981132,0.11320754716981132,0.11320754716981132,0.11320754716981132,0.11320754716981132,0.11320754716981132,0.11320754716981132,0.11320754716981132,0.11320754716981132
26,0.126427232548514,0.126427232548514,0.126427232548514,0.126427232548514,0.126427232548514,0.126427232548514,0.126427232548514,0.126427232548514,0.126427232548514
27,0.14054054054054055,0.14054054054054055,0.14054054054054055,0.14054054054054055,0.14054054054054055,0.14054054054054055,0.14054054054054055,0.14054054054054055,0.14054054054054055
28,0.15529207634470793,0.15529207634470793,0.15529207634470793,0.15529207634470793,0.15529207634470793,0.15529207634470793,0.15529207634470793,0.15529207634470793,0.15529207634470793
29,0.17321688500727803,0.17321688500727803,0.17321688500727803,0.17321688500727803,0.17321688500727803,0.17321688500727803,0.17321688500727803,0.17321688500727803,0.17321688500727803
30,0.19395954558049322,0.19395954558049322,0.19395954558049322,0.19395954558049322,0.19395954558049322,0.19395954558049322,0.19395954558049322,0.19395954558049322,0.19395954558049322
31,0.21236306825420037,0.21236306825420037,0.21236306825420037,0.21236306825420037,0.21236306825420037,0.21236306825420037,0.21236306825420037,0.21236306825420037,0.21236306825420037
32,0.23723980610208156,0.23723980610208156,0.23723980610208156,0.23723980610208156,0.23723980610208156,0.23723980610208156,0.23723980610208156,0.23723980610208156,0.23723980610208156
33,0.25967007963594996,0.25967007963594996,0.25967007963594996,0.25967007963594996,0.25967007963594996,0.25967007963594996,0.25967007963594996,0.25967007963594996,0.25967007963594996
34,0.2887183859050867,0.2887183859050867,0.2887183859050867,0.2887183859050867,0.2887183859050867,0.2887183859050867,0.2887183859050867,0.2887183859050867,0.2887183859050867
35,0.3200455580865604,0.3200455580865604,0.3200455580865604,0.3200455580865604,0.3200455580865604,0.3200455580865604,0.3200455580865604,0.3200455580865604,0.3200455580865604
36,0.35489846628272725,0.35489846628272725,0.35489846628272725,0.35489846628272725,0.35489846628272725,0.35489846628272725,0.35489846628272725,0.35489846628272725,0.35489846628272725
37,0.3918998304926545,0.3918998304926545,0.3918998304926545,0.3918998304926545,0.3918998304926545,0.3918998304926545,0.3918998304926545,0.3918998304926545,0.3918998304926545
38,0.43484302833977273,0.43484302833977273,0.43484302833977273,0.43484302833977273,0.43484302833977273,0.43484302833977273,0.43484302833977273,0.43484302833977273,0.43484302833977273
39,0.47689381953105126,0.47689381953105126,0.47689381953105126,0.47689381953105126,0.47689381953105126,0.47689381953105126,0.47689381953105126,0.47689381953105126,0.47689381953105126
40,0.5230960947166747,0.5230960947166747,0.5230960947166747,0.5230960947166747,0.5230960947166747,0.5230960947166747,0.5230960947166747,0.5230960947166747,0.5230960947166747
41,0.5698299450198184,0.5698299450198184,0.5698299450198184,0.5698299450198184,0.5698299450198184,0.5698299450198184,0.5698299450198184,0.5698299450198184,0.5698299450198184
42,0.6217354272943991,0.6217354272943991,0.6217354272943991,0.6217354272943991,0.6217354272943991,0.6217354272943991,0.6217354272943991,0.6217354272943991,0.6217354272943991
43,0.6792506032353516,0.6792506032353516,0.6792506032353516,0.6792506032353516,0.6792506032353516,0.6792506032353516,0.6792506032353516,0.6792506032353516,0.6792506032353516
44,0.7291725501270827,0.7291725501270827,0.7291725501270827,0.7291725501270827,0.7291725501270827,0.7291725501270827,0.7291725501270827,0.7291725501270827,0.7291725501270827
45,0.7785447224618924,0.7785447224618924,0.7785447224618924,0.7785447224618924,0.7785447224618924,0.7785447224618924,0.7785447224618924,0.7785447224618924,0.7785447224618924
46,0.8209770114942528,0.8209770114942528,0.8209770114942528,0.8209770114942528,0.8209770114942528,0.8209770114942528,0.8209770114942528,0.8209770114942528,0.8209770114942528
47,0.8644897115982983,0.8644897115982983,0.8644897115982983,0.8644897115982983,0.8644897115982983,0.8644897115982983,0.8644897115982983,0.8644897115982983,0.8644897115982983
48,0.8990788718574005,0.8990788718574005,0.8990788718574005,0.8990788718574005,0.8990788718574005,0.8990788718574005,0.8990788718574005,0.8990788718574005,0.8990788718574005
49,0.9252257336343115,0.9252257336343115,0.9252257336343115,0.9252257336343115,0.9252257336343115,0.9252257336343115,0.9252257336343115,0.9252257336343115,0.9252257336343115
50,0.9476843282606533,0.9476843282606533,0.9476843282606533,0.9476843282606533,0.9476843282606533,0.9476843282606533,0.9476843282606533,0.9476843282606533,0.9476843282606533
51,0.965558462404196,0.965558462404196,0.965558462404196,0.965558462404196,0.965558462404196,0.965558462404196,0.965558462404196,0.965558462404196,0.965558462404196
52,0.9775365976779404,0.9775365976779404,0.9775365976779404,0.9775365976779404,0.9775365976779404,0.9775365976779404,0.9775365976779404,0.9775365976779404,0.9775365976779404
53,0.9853941072777638,0.9853941072777638,0.9853941072777638,0.9853941072777638,0.9853941072777638,0.9853941072777638,0.9853941072777638,0.9853941072777638,0.9853941072777638
54,0.9907822620827105,0.9907822620827105,0.9907822620827105,0.9907822620827105,0.9907822620827105,0.9907822620827105,0.9907822620827105,0.9907822620827105,0.9907822620827105
55,0.994579945799458,0.994579945799458,0.994579945799458,0.994579945799458,0.994579945799458,0.994579945799458,0.994579945799458,0.994579945799458,0.994579945799458
56,0.9964973730297724,0.9964973730297724,0.9964973730297724,0.9964973730297724,0.9964973730297724,0.9964973730297724,0.9964973730297724,0.9964973730297724,0.9964973730297724
57,0.9979899497487437,0.9979899497487437,0.9979899497487437,0.9979899497487437,0.9979899497487437,0.9979899497487437,0.9979899497487437,0.9979899497487437,0.9979899497487437
58,0.9987415051598288,0.9987415051598288,0.9987415051598288,0.9987415051598288,0.9987415051598288,0.9987415051598288,0.9987415051598288,0.9987415051598288,0.9987415051598288
59,0.9992531717426116,0.9992531717426116,0.9992531717426116,0.9992531717426116,0.9992531717426116,0.9992531717426116,0.9992531717426116,0.9992531717426116,0.9992531717426116
60,0.999626483528394,0.999626483528394,0.999626483528394,0.999626483528394,0.999626483528394,0.999626483528394,0.999626483528394,0.999626483528394,0.999626483528394
61,0.9997490890272801,0.9997490890272801,0.9997490890272801,0.9997490890272801,0.9997490890272801,0.9997490890272801,0.9997490890272801,0.9997490890272801,0.9997490890272801
62,0.9997499369214478,0.9997499369214478,0.9997499369214478,0.9997499369214478,0.9997499369214478,0.9997499369214478,0.9997499369214478,0.9997499369214478,0.9997499369214478
63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80,0.9997488068324542,0.9997488068324542,0.9997488068324542,0.9997488068324542,0.9997488068324542,0.9997488068324542,0.9997488068324542,0.9997488068324542,0.9997488068324542
81,0.9997472479637698,0.9997472479637698,0.9997472479637698,0.9997472479637698,0.9997472479637698,0.9997472479637698,0.9997472479637698,0.9997472479637698,0.9997472479637698
82,0.9997416688194265,0.9997416688194265,0.9997416688194265,0.9997416688194265,0.9997416688194265,0.9997416688194265,0.9997416688194265,0.9997416688194265,0.9997416688194265
83,0.9997418022205009,0.9997418022205009,0.9997418022205009,0.9997418022205009,0.9997418022205009,0.9997418022205009,0.9997418022205009,0.9997418022205009,0.9997418022205009
84,0.9994972930141734,0.9994972930141734,0.9994972930141734,0.9994972930141734,0.9994972930141734,0.9994972930141734,0.9994972930141734,0.9994972930141734,0.9994972930141734
85,0.9994954421458677,0.9994954421458677,0.9994954421458677,0.9994954421458677,0.9994954421458677,0.9994954421458677,0.9994954421458677,0.9994954421458677,0.9994954421458677
86,0.9994966604271223,0.9994966604271223,0.9994966604271223,0.9994966604271223,0.9994966604271223,0.9994966604271223,0.9994966604271223,0.9994966604271223,0.9994966604271223
87,0.9994910291870378,0.9994910291870378,0.9994910291870378,0.9994910291870378,0.9994910291870378,0.9994910291870378,0.9994910291870378,0.9994910291870378,0.9994910291870378
88,0.9994897959183674,0.9994897959183674,0.9994897959183674,0.9994897959183674,0.9994897959183674,0.9994897959183674,0.9994897959183674,0.9994897959183674,0.9994897959183674
89,0.9993654310224589,0.9993654310224589,0.9993654310224589,0.9993654310224589,0.9993654310224589,0.9993654310224589,0.9993654310224589,0.9993654310224589,0.9993654310224589
90,0.9992338140153234,0.9992338140153234,0.9992338140153234,0.9992338140153234,0.9992338140153234,0.9992338140153234,0.9992338140153234,0.9992338140153234,0.9992338140153234
91,0.9992429977289932,0.9992429977289932,0.9992429977289932,0.9992429977289932,0.9992429977289932,0.9992429977289932,0.9992429977289932,0.9992429977289932,0.9992429977289932
92,0.9994805194805195,0.9994805194805195,0.9994805194805195,0.9994805194805195,0.9994805194805195,0.9994805194805195,0.9994805194805195,0.9994805194805195,0.9994805194805195
93,0.9994866529774127,0.9994866529774127,0.9994866529774127,0.9994866529774127,0.9994866529774127,0.9994866529774127,0.9994866529774127,0.9994866529774127,0.9994866529774127
94,0.9992492469454628,0.9992492469454628,0.9992492469454628,0.9992492469454628,0.9992492469454628,0.9992492469454628,0.9992492469454628,0.9992492469454628,0.9992492469454628
95,0.9992477432296891,0.9992477432296891,0.9992477432296891,0.9992477432296891,0.9992477432296891,0.9992477432296891,0.9992477432296891,0.9992477432296891,0.9992477432296891
96,0.9992406985573272,0.9992406985573272,0.9992406985573272,0.9992406985573272,0.9992406985573272,0.9992406985573272,0.9992406985573272,0.9992406985573272,0.9992406985573272
97,0.9992360580595875,0.9992360580595875,0.9992360580595875,0.9992360580595875,0.9992360580595875,0.9992360580595875,0.9992360580595875,0.9992360580595875,0.9992360580595875
98,0.9992339121552605,0.9992339121552605,0.9992339121552605,0.9992339121552605,0.9992339121552605,0.9992339121552605,0.9992339121552605,0.9992339121552605,0.9992339121552605
99,0.9992311626979529,0.9992311626979529,0.9992311626979529,0.9992311626979529,0.9992311626979529,0.9992311626979529,0.9992311626979529,0.9992311626979529,0.9992311626979529
100,0.9992203742203742,0.9992203742203742,0.9992203742203742,0.9992203742203742,0.9992203742203742,0.9992203742203742,0.9992203742203742,0.9992203742203742,0.9992203742203742
101,0.9992389649923896,0.9992389649923896,0.9992389649923896,0.9992389649923896,0.9992389649923896,0.9992389649923896,0.9992389649923896,0.9992389649923896,0.9992389649923896
102,0.9991079749387906,0.9991079749387906,0.9991079749387906,0.9991079749387906,0.9991079749387906,0.9991079749387906,0.9991079749387906,0.9991079749387906,0.9991079749387906
103,0.9989772436716953,0.9989772436716953,0.9989772436716953,0.9989772436716953,0.9989772436716953,0.9989772436716953,0.9989772436716953,0.9989772436716953,0.9989772436716953
104,0.9989569752281616,0.9989569752281616,0.9989569752281616,0.9989569752281616,0.9989569752281616,0.9989569752281616,0.9989569752281616,0.9989569752281616,0.9989569752281616
105,0.9989713024194962,0.9989713024194962,0.9989713024194962,0.9989713024194962,0.9989713024194962,0.9989713024194962,0.9989713024194962,0.9989713024194962,0.9989713024194962
106,0.9989650711513584,0.9989650711513584,0.9989650711513584,0.9989650711513584,0.9989650711513584,0.9989650711513584,0.9989650711513584,0.9989650711513584,0.9989650711513584
107,0.9989588755856325,0.9989588755856325,0.9989588755856325,0.9989588755856325,0.9989588755856325,0.9989588755856325,0.9989588755856325,0.9989588755856325,0.9989588755856325
108,0.998958598812461,0.998958598812461,0.998958598812461,0.998958598812461,0.998958598812461,0.998958598812461,0.998958598812461,0.998958598812461,0.998958598812461
109,0.9987280590180616,0.9987280590180616,0.9987280590180616,0.9987280590180616,0.9987280590180616,0.9987280590180616,0.9987280590180616,0.9987280590180616,0.9987280590180616
110,0.9986854212997487,0.9986854212997487,0.9986854212997487,0.9986854212997487,0.9986854212997487,0.9986854212997487,0.9986854212997487,0.9986854212997487,0.9986854212997487
111,0.9986842105263158,0.9986842105263158,0.9986842105263158,0.9986842105263158,0.9986842105263158,0.9986842105263158,0.9986842105263158,0.9986842105263158,0.9986842105263158
112,0.9984599589322382,0.9984599589322382,0.9984599589322382,0.9984599589322382,0.9984599589322382,0.9984599589322382,0.9984599589322382,0.9984599589322382,0.9984599589322382
113,0.9984214680347278,0.9984214680347278,0.9984214680347278,0.9984214680347278,0.9984214680347278,0.9984214680347278,0.9984214680347278,0.9984214680347278,0.9984214680347278
114,0.9979513444302177,0.9979513444302177,0.9979513444302177,0.9979513444302177,0.9979513444302177,0.9979513444302177,0.9979513444302177,0.9979513444302177,0.9979513444302177
115,0.9976525821596244,0.9976525821596244,0.9976525821596244,0.9976525821596244,0.9976525821596244,0.9976525821596244,0.9976525821596244,0.9976525821596244,0.9976525821596244
116,0.9973968448526308,0.9973968448526308,0.9973968448526308,0.9973968448526308,0.9973968448526308,0.9973968448526308,0.9973968448526308,0.9973968448526308,0.9973968448526308
117,0.9973808276584599,0.9973808276584599,0.9973808276584599,0.9973808276584599,0.9973808276584599,0.9973808276584599,0.9973808276584599,0.9973808276584599,0.9973808276584599
118,0.9970690114575007,0.9970690114575007,0.9970690114575007,0.9970690114575007,0.9970690114575007,0.9970690114575007,0.9970690114575007,0.9970690114575007,0.9970690114575007
119,0.9968627450980392,0.9968627450980392,0.9968627450980392,0.9968627450980392,0.9968627450980392,0.9968627450980392,0.9968627450980392,0.9968627450980392,0.9968627450980392
120,0.9967166042541752,0.9967166042541752,0.9967166042541752,0.9967166042541752,0.9967166042541752,0.9967166042541752,0.9967166042541752,0.9967166042541752,0.9967166042541752
121,0.9965535524920467,0.9965535524920467,0.9965535524920467,0.9965535524920467,0.9965535524920467,0.9965535524920467,0.9965535524920467,0.9965535524920467,0.9965535524920467
122,0.996031746031746,0.996031746031746,0.996031746031746,0.996031746031746,0.996031746031746,0.996031746031746,0.996031746031746,0.996031746031746,0.996031746031746
123,0.9951169365201747,0.9951169365201747,0.9951169365201747,0.9951169365201747,0.9951169365201747,0.9951169365201747,0.9951169365201747,0.9951169365201747,0.9951169365201747
124,0.9947518890479663,0.9947518890479663,0.9947518890479663,0.9947518890479663,0.9947518890479663,0.9947518890479663,0.9947518890479663,0.9947518890479663,0.9947518890479663
125,0.9945735995703748,0.9945735995703748,0.9945735995703748,0.9945735995703748,0.9945735995703748,0.9945735995703748,0.9945735995703748,0.9945735995703748,0.9945735995703748
126,0.9944503171247357,0.9944503171247357,0.9944503171247357,0.9944503171247357,0.9944503171247357,0.9944503171247357,0.9944503171247357,0.9944503171247357,0.9944503171247357
127,0.9942975635044065,0.9942975635044065,0.9942975635044065,0.9942975635044065,0.9942975635044065,0.9942975635044065,0.9942975635044065,0.9942975635044065,0.9942975635044065
128,0.9934589215825671,0.9934589215825671,0.9934589215825671,0.9934589215825671,0.9934589215825671,0.9934589215825671,0.9934589215825671,0.9934589215825671,0.9934589215825671
129,0.9931362196409715,0.9931362196409715,0.9931362196409715,0.9931362196409715,0.9931362196409715,0.9931362196409715,0.9931362196409715,0.9931362196409715,0.9931362196409715
130,0.9928240563049466,0.9928240563049466,0.9928240563049466,0.9928240563049466,0.9928240563049466,0.9928240563049466,0.9928240563049466,0.9928240563049466,0.9928240563049466
131,0.9919584516299906,0.9919584516299906,0.9919584516299906,0.9919584516299906,0.9919584516299906,0.9919584516299906,0.9919584516299906,0.9919584516299906,0.9919584516299906
132,0.9913643480306855,0.9913643480306855,0.9913643480306855,0.9913643480306855,0.9913643480306855,0.9913643480306855,0.9913643480306855,0.9913643480306855,0.9913643480306855
133,0.990937338166753,0.990937338166753,0.990937338166753,0.990937338166753,0.990937338166753,0.990937338166753,0.990937338166753,0.990937338166753,0.990937338166753
134,0.9901861095989632,0.9901861095989632,0.9901861095989632,0.9901861095989632,0.9901861095989632,0.9901861095989632,0.9901861095989632,0.9901861095989632,0.9901861095989632
135,0.9896222082321382,0.9896222082321382,0.9896222082321382,0.9896222082321382,0.9896222082321382,0.9896222082321382,0.9896222082321382,0.9896222082321382,0.9896222082321382
136,0.9893446989877464,0.9893446989877464,0.9893446989877464,0.9893446989877464,0.9893446989877464,0.9893446989877464,0.9893446989877464,0.9893446989877464,0.9893446989877464
137,0.9885113388489344,0.9885113388489344,0.9885113388489344,0.9885113388489344,0.9885113388489344,0.9885113388489344,0.9885113388489344,0.9885113388489344,0.9885113388489344
138,0.9874700079978672,0.9874700079978672,0.9874700079978672,0.9874700079978672,0.9874700079978672,0.9874700079978672,0.9874700079978672,0.9874700079978672,0.9874700079978672
139,0.9864541832669322,0.9864541832669322,0.9864541832669322,0.9864541832669322,0.9864541832669322,0.9864541832669322,0.9864541832669322,0.9864541832669322,0.9864541832669322
140,0.985545335085414,0.985545335085414,0.985545335085414,0.985545335085414,0.985545335085414,0.985545335085414,0.985545335085414,0.985545335085414,0.985545335085414
141,0.9853606601011445,0.9853606601011445,0.9853606601011445,0.9853606601011445,0.9853606601011445,0.9853606601011445,0.9853606601011445,0.9853606601011445,0.9853606601011445
142,0.9847086738729238,0.9847086738729238,0.9847086738729238,0.9847086738729238,0.9847086738729238,0.9847086738729238,0.9847086738729238,0.9847086738729238,0.9847086738729238
143,0.9846723044397463,0.9846723044397463,0.9846723044397463,0.9846723044397463,0.9846723044397463,0.9846723044397463,0.9846723044397463,0.9846723044397463,0.9846723044397463
144,0.9835325365205844,0.9835325365205844,0.9835325365205844,0.9835325365205844,0.9835325365205844,0.9835325365205844,0.9835325365205844,0.9835325365205844,0.9835325365205844
145,0.9821428571428571,0.9821428571428571,0.9821428571428571,0.9821428571428571,0.9821428571428571,0.9821428571428571,0.9821428571428571,0.9821428571428571,0.9821428571428571
146,0.9809753483386924,0.9809753483386924,0.9809753483386924,0.9809753483386924,0.9809753483386924,0.9809753483386924,0.9809753483386924,0.9809753483386924,0.9809753483386924
147,0.9794375111267355,0.9794375111267355,0.9794375111267355,0.9794375111267355,0.9794375111267355,0.9794375111267355,0.9794375111267355,0.9794375111267355,0.9794375111267355
148,0.97826677533279,0.97826677533279,0.97826677533279,0.97826677533279,0.97826677533279,0.97826677533279,0.97826677533279,0.97826677533279,0.97826677533279
149,0.9773386034255599,0.9773386034255599,0.9773386034255599,0.9773386034255599,0.9773386034255599,0.9773386034255599,0.9773386034255599,0.9773386034255599,0.9773386034255599
150,0.9763297872340425,0.9763297872340425,0.9763297872340425,0.9763297872340425,0.9763297872340425,0.9763297872340425,0.9763297872340425,0.9763297872340425,0.9763297872340425
151,0.9743931715124033,0.9743931715124033,0.9743931715124033,0.9743931715124033,0.9743931715124033,0.9743931715124033,0.9743931715124033,0.9743931715124033,0.9743931715124033
152,0.9733971725702556,0.9733971725702556,0.9733971725702556,0.9733971725702556,0.9733971725702556,0.9733971725702556,0.9733971725702556,0.9733971725702556,0.9733971725702556
153,0.972300702188017,0.972300702188017,0.972300702188017,0.972300702188017,0.972300702188017,0.972300702188017,0.972300702188017,0.972300702188017,0.972300702188017
154,0.9707225355895783,0.9707225355895783,0.9707225355895783,0.9707225355895783,0.9707225355895783,0.9707225355895783,0.9707225355895783,0.9707225355895783,0.9707225355895783
155,0.9702291616394572,0.9702291616394572,0.9702291616394572,0.9702291616394572,0.9702291616394572,0.9702291616394572,0.9702291616394572,0.9702291616394572,0.9702291616394572
156,0.9680170575692963,0.9680170575692963,0.9680170575692963,0.9680170575692963,0.9680170575692963,0.9680170575692963,0.9680170575692963,0.9680170575692963,0.9680170575692963
157,0.9662951889100299,0.9662951889100299,0.9662951889100299,0.9662951889100299,0.9662951889100299,0.9662951889100299,0.9662951889100299,0.9662951889100299,0.9662951889100299
158,0.9644830989658576,0.9644830989658576,0.9644830989658576,0.9644830989658576,0.9644830989658576,0.9644830989658576,0.9644830989658576,0.9644830989658576,0.9644830989658576
159,0.9631006105654367,0.9631006105654367,0.9631006105654367,0.9631006105654367,0.9631006105654367,0.9631006105654367,0.9631006105654367,0.9631006105654367,0.9631006105654367
160,0.9606676836290695,0.9606676836290695,0.9606676836290695,0.9606676836290695,0.9606676836290695,0.9606676836290695,0.9606676836290695,0.9606676836290695,0.9606676836290695
161,0.958366481039512,0.958366481039512,0.958366481039512,0.958366481039512,0.958366481039512,0.958366481039512,0.958366481039512,0.958366481039512,0.958366481039512
162,0.9568749317486929,0.9568749317486929,0.9568749317486929,0.9568749317486929,0.9568749317486929,0.9568749317486929,0.9568749317486929,0.9568749317486929,0.9568749317486929
163,0.9551009564293305,0.9551009564293305,0.9551009564293305,0.9551009564293305,0.9551009564293305,0.9551009564293305,0.9551009564293305,0.9551009564293305,0.9551009564293305
164,0.9521426639837629,0.9521426639837629,0.9521426639837629,0.9521426639837629,0.9521426639837629,0.9521426639837629,0.9521426639837629,0.9521426639837629,0.9521426639837629
165,0.9501566921894529,0.9501566921894529,0.9501566921894529,0.9501566921894529,0.9501566921894529,0.9501566921894529,0.9501566921894529,0.9501566921894529,0.9501566921894529
166,0.9468741615240139,0.9468741615240139,0.9468741615240139,0.9468741615240139,0.9468741615240139,0.9468741615240139,0.9468741615240139,0.9468741615240139,0.9468741615240139
167,0.9446095649824372,0.9446095649824372,0.9446095649824372,0.9446095649824372,0.9446095649824372,0.9446095649824372,0.9446095649824372,0.9446095649824372,0.9446095649824372
168,0.9426562077360021,0.9426562077360021,0.9426562077360021,0.9426562077360021,0.9426562077360021,0.9426562077360021,0.9426562077360021,0.9426562077360021,0.9426562077360021
169,0.9392498679344955,0.9392498679344955,0.9392498679344955,0.9392498679344955,0.9392498679344955,0.9392498679344955,0.9392498679344955,0.9392498679344955,0.9392498679344955
170,0.9349550502379693,0.9349550502379693,0.9349550502379693,0.9349550502379693,0.9349550502379693,0.9349550502379693,0.9349550502379693,0.9349550502379693,0.9349550502379693
171,0.9327685159879748,0.9327685159879748,0.9327685159879748,0.9327685159879748,0.9327685159879748,0.9327685159879748,0.9327685159879748,0.9327685159879748,0.9327685159879748
172,0.9303849303849304,0.9303849303849304,0.9303849303849304,0.9303849303849304,0.9303849303849304,0.9303849303849304,0.9303849303849304,0.9303849303849304,0.9303849303849304
173,0.9272030651340997,0.9272030651340997,0.9272030651340997,0.9272030651340997,0.9272030651340997,0.9272030651340997,0.9272030651340997,0.9272030651340997,0.9272030651340997
174,0.9221344949632453,0.9221344949632453,0.9221344949632453,0.9221344949632453,0.9221344949632453,0.9221344949632453,0.9221344949632453,0.9221344949632453,0.9221344949632453
175,0.9193020719738277,0.9193020719738277,0.9193020719738277,0.9193020719738277,0.9193020719738277,0.9193020719738277,0.9193020719738277,0.9193020719738277,0.9193020719738277
176,0.9156361637812586,0.9156361637812586,0.9156361637812586,0.9156361637812586,0.9156361637812586,0.9156361637812586,0.9156361637812586,0.9156361637812586,0.9156361637812586
177,0.9117567931127253,0.9117567931127253,0.9117567931127253,0.9117567931127253,0.9117567931127253,0.9117567931127253,0.9117567931127253,0.9117567931127253,0.9117567931127253
